arrondissement,label,annee,logements_sociaux,residences_principales,source,source_url,licence
18,18e,2017,22964,103038,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2018,23013,103229,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2019,23290,103835,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2001,26330,82374,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2002,26794,81783,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2003,26998,81911,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2004,27465,82349,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2005,27565,83383,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2006,28147,82638,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2007,28953,83121,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2008,29368,83443,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2009,29940,83721,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2010,30303,84356,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2011,31263,85522,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2012,31529,85370,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2013,32041,85926,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2014,32861,86374,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2015,33575,86522,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2016,34719,87046,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2017,35346,87438,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2018,36475,87518,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
19,19e,2019,36584,86960,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2001,23191,91946,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2002,23660,92944,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2003,24009,93948,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2004,24389,94638,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2005,24448,94492,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2006,24640,94334,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2007,24924,95050,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2008,25106,95694,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2009,25885,95669,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2010,26153,95886,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2011,28605,96168,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2012,29221,96251,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2013,30205,96728,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2014,31656,96776,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2015,32445,96628,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2016,32732,96387,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2017,33218,96669,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2018,34510,96830,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
20,20e,2019,35382,97672,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
